txn_id,txn_date,rail,mcc,currency,local_amount,fx_rate,gross_usd,expected_interchange,expected_scheme_fee,expected_net
TXN003396,2026-06-02,card_present_credit,5411 Grocery,USD,292.67,1.0,292.67,4.93,0.41,287.33
TXN003397,2026-06-08,card_present_debit,5411 Grocery,USD,200.35,1.0,200.35,2.31,0.26,197.78
TXN003398,2026-06-06,card_present_credit,5812 Restaurants,USD,163.97,1.0,163.97,2.81,0.23,160.93
TXN003399,2026-06-02,card_present_credit,7011 Lodging,USD,365.21,1.0,365.21,6.13,0.51,358.57
TXN003400,2026-06-09,card_present_credit,4899 Streaming,USD,440.91,1.0,440.91,7.38,0.62,432.91
TXN003401,2026-06-10,ecom_credit,5541 Fuel,USD,377.03,1.0,377.03,7.45,0.53,369.05
TXN003402,2026-06-12,card_present_credit,5814 Fast Food,USD,82.87,1.0,82.87,1.47,0.12,81.28
TXN003403,2026-06-06,card_present_debit,5812 Restaurants,USD,153.3,1.0,153.3,1.82,0.2,151.28
TXN003404,2026-06-09,ecom_debit,5541 Fuel,USD,123.25,1.0,123.25,1.95,0.16,121.14
TXN003405,2026-06-14,cross_border,5732 Electronics,EUR,283.81,1.082,307.08,6.7,3.38,297.0
TXN003406,2026-06-01,card_present_debit,4899 Streaming,USD,41.24,1.0,41.24,0.64,0.05,40.55
TXN003407,2026-06-06,card_present_credit,5912 Pharmacy,USD,76.31,1.0,76.31,1.36,0.11,74.84
TXN003408,2026-06-07,card_present_credit,5812 Restaurants,USD,295.08,1.0,295.08,4.97,0.41,289.7
TXN003409,2026-06-09,card_present_debit,5814 Fast Food,USD,136.56,1.0,136.56,1.64,0.18,134.74
TXN003410,2026-06-06,ecom_credit,5999 Retail,USD,379.38,1.0,379.38,7.5,0.53,371.35
TXN003411,2026-06-08,card_present_debit,5541 Fuel,USD,66.75,1.0,66.75,0.91,0.09,65.75
TXN003412,2026-06-11,card_present_credit,5912 Pharmacy,USD,8.68,1.0,8.68,0.24,0.01,8.43
TXN003413,2026-06-01,card_present_debit,5541 Fuel,USD,94.59,1.0,94.59,1.2,0.12,93.27
TXN003414,2026-06-10,card_present_debit,5814 Fast Food,USD,76.59,1.0,76.59,1.01,0.1,75.48
TXN003415,2026-06-12,card_present_debit,5999 Retail,USD,15.17,1.0,15.17,0.37,0.02,14.78
TXN003416,2026-06-03,card_present_debit,5999 Retail,USD,196.03,1.0,196.03,2.27,0.25,193.51
TXN003417,2026-06-13,ecom_debit,4899 Streaming,USD,144.55,1.0,144.55,2.24,0.19,142.12
TXN003418,2026-06-05,card_present_credit,5411 Grocery,USD,74.98,1.0,74.98,1.34,0.1,73.54
TXN003419,2026-06-09,cross_border,5999 Retail,EUR,143.31,1.082,155.06,3.43,1.71,149.92
TXN003420,2026-06-01,card_present_debit,4899 Streaming,USD,60.02,1.0,60.02,0.84,0.08,59.1
TXN003421,2026-06-01,card_present_credit,5999 Retail,USD,148.44,1.0,148.44,2.55,0.21,145.68
TXN003422,2026-06-07,ecom_debit,5999 Retail,USD,89.69,1.0,89.69,1.48,0.12,88.09
TXN003423,2026-06-09,card_present_debit,5812 Restaurants,USD,34.93,1.0,34.93,0.58,0.05,34.3
TXN003424,2026-06-09,card_present_credit,5814 Fast Food,USD,114.8,1.0,114.8,1.99,0.16,112.65
TXN003425,2026-06-02,card_present_debit,4121 Rideshare,USD,80.13,1.0,80.13,1.05,0.1,78.98
TXN003426,2026-06-11,card_present_credit,4121 Rideshare,USD,30.57,1.0,30.57,0.6,0.04,29.93
TXN003427,2026-06-07,card_present_credit,5814 Fast Food,USD,61.84,1.0,61.84,1.12,0.09,60.63
TXN003428,2026-06-14,card_present_debit,4121 Rideshare,USD,134.78,1.0,134.78,1.63,0.18,132.97
TXN003429,2026-06-12,card_present_credit,5814 Fast Food,USD,62.77,1.0,62.77,1.14,0.09,61.54
TXN003430,2026-06-07,card_present_credit,5812 Restaurants,USD,270.43,1.0,270.43,4.56,0.38,265.49
TXN003431,2026-06-14,card_present_debit,7011 Lodging,USD,217.32,1.0,217.32,2.49,0.28,214.55
TXN003432,2026-06-08,ecom_credit,5999 Retail,USD,290.65,1.0,290.65,5.77,0.41,284.47
TXN003433,2026-06-09,ecom_debit,5999 Retail,USD,244.74,1.0,244.74,3.65,0.32,240.77
TXN003434,2026-06-07,cross_border,5541 Fuel,MXN,8736.9,0.0542,473.54,10.28,5.21,458.05
TXN003435,2026-06-06,card_present_credit,5999 Retail,USD,89.36,1.0,89.36,1.57,0.13,87.66
TXN003436,2026-06-06,card_present_debit,5541 Fuel,USD,122.86,1.0,122.86,1.5,0.16,121.2
TXN003437,2026-06-12,ecom_credit,4899 Streaming,USD,606.28,1.0,606.28,11.92,0.85,593.51
TXN003438,2026-06-05,card_present_credit,5732 Electronics,USD,276.23,1.0,276.23,4.66,0.39,271.18
TXN003439,2026-06-11,card_present_debit,4121 Rideshare,USD,178.71,1.0,178.71,2.09,0.23,176.39
TXN003440,2026-06-09,cross_border,7011 Lodging,MXN,7836.35,0.0542,424.73,9.23,4.67,410.83
TXN003441,2026-06-05,card_present_credit,5912 Pharmacy,USD,339.68,1.0,339.68,5.7,0.48,333.5
TXN003442,2026-06-02,card_present_debit,5812 Restaurants,USD,211.64,1.0,211.64,2.43,0.28,208.93
TXN003443,2026-06-12,card_present_debit,7011 Lodging,USD,159.24,1.0,159.24,1.88,0.21,157.15
TXN003444,2026-06-13,card_present_credit,5912 Pharmacy,USD,106.54,1.0,106.54,1.86,0.15,104.53
TXN003445,2026-06-11,card_present_debit,5732 Electronics,USD,120.87,1.0,120.87,1.48,0.16,119.23
TXN003446,2026-06-02,ecom_debit,7011 Lodging,USD,252.88,1.0,252.88,3.76,0.33,248.79
TXN003447,2026-06-08,cross_border,7011 Lodging,GBP,360.92,1.278,461.25,10.02,5.07,446.16
TXN003448,2026-06-11,card_present_credit,5732 Electronics,USD,138.1,1.0,138.1,2.38,0.19,135.53
TXN003449,2026-06-01,card_present_credit,4121 Rideshare,USD,347.36,1.0,347.36,5.83,0.49,341.04
TXN003450,2026-06-06,card_present_debit,5912 Pharmacy,USD,88.32,1.0,88.32,1.14,0.11,87.07
TXN003451,2026-06-14,ecom_credit,5411 Grocery,USD,410.99,1.0,410.99,8.11,0.58,402.3
TXN003452,2026-06-05,ecom_credit,4121 Rideshare,USD,332.26,1.0,332.26,6.58,0.47,325.21
TXN003453,2026-06-06,card_present_debit,5999 Retail,USD,154.03,1.0,154.03,1.83,0.2,152.0
TXN003454,2026-06-01,card_present_credit,5812 Restaurants,USD,28.83,1.0,28.83,0.58,0.04,28.21
TXN003455,2026-06-05,card_present_debit,4899 Streaming,USD,93.27,1.0,93.27,1.19,0.12,91.96
TXN003456,2026-06-05,card_present_debit,5812 Restaurants,USD,198.63,1.0,198.63,2.3,0.26,196.07
TXN003457,2026-06-02,ecom_credit,4899 Streaming,USD,164.42,1.0,164.42,3.31,0.23,160.88
TXN003458,2026-06-13,card_present_debit,4121 Rideshare,USD,219.47,1.0,219.47,2.51,0.29,216.67
TXN003459,2026-06-01,ecom_debit,5999 Retail,USD,86.31,1.0,86.31,1.43,0.11,84.77
TXN003460,2026-06-02,ecom_credit,5814 Fast Food,USD,613.9,1.0,613.9,12.07,0.86,600.97
TXN003461,2026-06-05,card_present_debit,7011 Lodging,USD,154.36,1.0,154.36,1.83,0.2,152.33
TXN003462,2026-06-04,card_present_debit,5814 Fast Food,USD,219.2,1.0,219.2,2.51,0.28,216.41
TXN003463,2026-06-13,cross_border,4899 Streaming,JPY,6858.03,0.00641,43.96,1.05,0.48,42.43
TXN003464,2026-06-13,ecom_credit,5812 Restaurants,USD,361.75,1.0,361.75,7.15,0.51,354.09
TXN003465,2026-06-12,card_present_debit,4899 Streaming,USD,189.93,1.0,189.93,2.2,0.25,187.48
TXN003466,2026-06-13,cross_border,5814 Fast Food,CAD,289.41,0.731,211.56,4.65,2.33,204.58
TXN003467,2026-06-06,card_present_credit,5999 Retail,USD,272.43,1.0,272.43,4.6,0.38,267.45
TXN003468,2026-06-09,ecom_debit,4121 Rideshare,USD,126.22,1.0,126.22,1.99,0.16,124.07
TXN003469,2026-06-13,ecom_credit,5814 Fast Food,USD,137.03,1.0,137.03,2.77,0.19,134.07
TXN003470,2026-06-05,ecom_credit,4899 Streaming,USD,181.76,1.0,181.76,3.64,0.25,177.87
TXN003471,2026-06-08,card_present_credit,4121 Rideshare,USD,163.03,1.0,163.03,2.79,0.23,160.01
TXN003472,2026-06-03,ecom_debit,5732 Electronics,USD,145.22,1.0,145.22,2.25,0.19,142.78
TXN003473,2026-06-09,cross_border,5999 Retail,CAD,1060.27,0.731,775.06,16.76,8.53,749.77
TXN003474,2026-06-09,card_present_credit,5814 Fast Food,USD,31.38,1.0,31.38,0.62,0.04,30.72
TXN003475,2026-06-14,card_present_debit,5732 Electronics,USD,43.87,1.0,43.87,0.67,0.06,43.14
TXN003476,2026-06-08,ecom_credit,4121 Rideshare,USD,603.69,1.0,603.69,11.87,0.85,590.97
TXN003477,2026-06-07,card_present_credit,5999 Retail,USD,86.48,1.0,86.48,1.53,0.12,84.83
TXN003478,2026-06-10,ecom_credit,5411 Grocery,USD,526.84,1.0,526.84,10.37,0.74,515.73
TXN003479,2026-06-07,card_present_debit,5411 Grocery,USD,189.04,1.0,189.04,2.19,0.25,186.6
TXN003480,2026-06-08,card_present_credit,4899 Streaming,USD,46.02,1.0,46.02,0.86,0.06,45.1
TXN003481,2026-06-08,card_present_debit,5999 Retail,USD,198.07,1.0,198.07,2.29,0.26,195.52
TXN003482,2026-06-10,card_present_credit,4899 Streaming,USD,61.44,1.0,61.44,1.11,0.09,60.24
TXN003483,2026-06-10,card_present_debit,4899 Streaming,USD,123.77,1.0,123.77,1.51,0.16,122.1
TXN003484,2026-06-11,card_present_credit,5999 Retail,USD,408.15,1.0,408.15,6.83,0.57,400.75
TXN003485,2026-06-02,card_present_debit,7011 Lodging,USD,132.32,1.0,132.32,1.6,0.17,130.55
TXN003486,2026-06-09,card_present_debit,5999 Retail,USD,199.09,1.0,199.09,2.3,0.26,196.53
TXN003487,2026-06-11,ecom_credit,5411 Grocery,USD,243.34,1.0,243.34,4.85,0.34,238.15
TXN003488,2026-06-07,cross_border,5732 Electronics,JPY,16780.03,0.00641,107.56,2.41,1.18,103.97
TXN003489,2026-06-03,cross_border,5999 Retail,MXN,6137.45,0.0542,332.65,7.25,3.66,321.74
TXN003490,2026-06-01,ecom_debit,4899 Streaming,USD,150.96,1.0,150.96,2.33,0.2,148.43
TXN003491,2026-06-07,card_present_credit,5912 Pharmacy,USD,367.52,1.0,367.52,6.16,0.51,360.85
TXN003492,2026-06-06,card_present_debit,5411 Grocery,USD,24.06,1.0,24.06,0.46,0.03,23.57
TXN003493,2026-06-07,card_present_credit,5411 Grocery,USD,21.3,1.0,21.3,0.45,0.03,20.82
TXN003494,2026-06-07,card_present_debit,4899 Streaming,USD,5.03,1.0,5.03,0.26,0.01,4.76
TXN003495,2026-06-06,card_present_credit,5812 Restaurants,USD,260.86,1.0,260.86,4.4,0.37,256.09
TXN003496,2026-06-03,cross_border,5732 Electronics,EUR,316.64,1.082,342.6,7.47,3.77,331.36
TXN003497,2026-06-11,ecom_credit,5812 Restaurants,USD,333.63,1.0,333.63,6.61,0.47,326.55
TXN003498,2026-06-02,ecom_debit,4899 Streaming,USD,170.73,1.0,170.73,2.61,0.22,167.9
TXN003499,2026-06-10,card_present_debit,5999 Retail,USD,76.65,1.0,76.65,1.01,0.1,75.54
TXN003500,2026-06-05,ecom_debit,4899 Streaming,USD,109.8,1.0,109.8,1.76,0.14,107.9
TXN003501,2026-06-10,card_present_credit,5732 Electronics,USD,57.97,1.0,57.97,1.06,0.08,56.83
TXN003502,2026-06-14,ecom_credit,5411 Grocery,USD,124.66,1.0,124.66,2.53,0.17,121.96
TXN003503,2026-06-13,card_present_credit,5541 Fuel,USD,409.26,1.0,409.26,6.85,0.57,401.84
TXN003504,2026-06-05,card_present_credit,5812 Restaurants,USD,205.23,1.0,205.23,3.49,0.29,201.45
TXN003505,2026-06-14,card_present_debit,5541 Fuel,USD,71.78,1.0,71.78,0.96,0.09,70.73
TXN003506,2026-06-12,card_present_credit,5732 Electronics,USD,235.25,1.0,235.25,3.98,0.33,230.94
TXN003507,2026-06-02,ecom_debit,5541 Fuel,USD,140.87,1.0,140.87,2.19,0.18,138.5
TXN003508,2026-06-08,card_present_debit,5812 Restaurants,USD,145.82,1.0,145.82,1.74,0.19,143.89
TXN003509,2026-06-14,ecom_credit,5999 Retail,USD,429.25,1.0,429.25,8.47,0.6,420.18
TXN003510,2026-06-14,card_present_credit,5732 Electronics,USD,246.95,1.0,246.95,4.17,0.35,242.43
TXN003511,2026-06-03,card_present_debit,7011 Lodging,USD,153.13,1.0,153.13,1.82,0.2,151.11
TXN003512,2026-06-04,card_present_credit,5912 Pharmacy,USD,231.68,1.0,231.68,3.92,0.32,227.44
TXN003513,2026-06-01,card_present_debit,5912 Pharmacy,USD,122.31,1.0,122.31,1.49,0.16,120.66
TXN003514,2026-06-03,ecom_credit,5732 Electronics,USD,267.74,1.0,267.74,5.32,0.37,262.05
TXN003515,2026-06-11,card_present_debit,5411 Grocery,USD,26.52,1.0,26.52,0.49,0.03,26.0
TXN003516,2026-06-11,cross_border,5541 Fuel,GBP,34.26,1.278,43.79,1.04,0.48,42.27
TXN003517,2026-06-05,card_present_debit,5812 Restaurants,USD,210.13,1.0,210.13,2.42,0.27,207.44
TXN003518,2026-06-09,ecom_credit,5912 Pharmacy,USD,139.0,1.0,139.0,2.81,0.19,136.0
TXN003519,2026-06-03,card_present_credit,5912 Pharmacy,USD,217.17,1.0,217.17,3.68,0.3,213.19
TXN003520,2026-06-13,card_present_debit,5999 Retail,USD,177.53,1.0,177.53,2.07,0.23,175.23
TXN003521,2026-06-06,card_present_debit,7011 Lodging,USD,47.48,1.0,47.48,0.71,0.06,46.71
TXN003522,2026-06-03,card_present_debit,4899 Streaming,USD,158.36,1.0,158.36,1.87,0.21,156.28
TXN003523,2026-06-10,card_present_debit,5999 Retail,USD,190.67,1.0,190.67,2.21,0.25,188.21
TXN003524,2026-06-03,card_present_debit,4121 Rideshare,USD,94.78,1.0,94.78,1.21,0.12,93.45
TXN003525,2026-06-13,ecom_credit,4899 Streaming,USD,503.6,1.0,503.6,9.92,0.71,492.97
TXN003526,2026-06-04,card_present_debit,4121 Rideshare,USD,152.58,1.0,152.58,1.81,0.2,150.57
TXN003527,2026-06-11,ecom_debit,5812 Restaurants,USD,113.11,1.0,113.11,1.8,0.15,111.16
TXN003528,2026-06-04,ecom_debit,5541 Fuel,USD,47.84,1.0,47.84,0.89,0.06,46.89
TXN003529,2026-06-13,card_present_debit,4121 Rideshare,USD,114.28,1.0,114.28,1.41,0.15,112.72
TXN003530,2026-06-11,card_present_credit,5732 Electronics,USD,113.56,1.0,113.56,1.97,0.16,111.43
TXN003531,2026-06-03,ecom_debit,4121 Rideshare,USD,149.82,1.0,149.82,2.32,0.19,147.31
TXN003532,2026-06-03,ecom_debit,4121 Rideshare,USD,74.55,1.0,74.55,1.26,0.1,73.19
TXN003533,2026-06-09,ecom_debit,5912 Pharmacy,USD,101.04,1.0,101.04,1.63,0.13,99.28
TXN003534,2026-06-04,ecom_debit,5912 Pharmacy,USD,29.94,1.0,29.94,0.64,0.04,29.26
TXN003535,2026-06-12,ecom_credit,5812 Restaurants,USD,216.72,1.0,216.72,4.33,0.3,212.09
TXN003536,2026-06-14,card_present_debit,5812 Restaurants,USD,218.29,1.0,218.29,2.5,0.28,215.51
TXN003537,2026-06-10,card_present_debit,4121 Rideshare,USD,133.32,1.0,133.32,1.61,0.17,131.54
TXN003538,2026-06-03,card_present_debit,5912 Pharmacy,USD,210.81,1.0,210.81,2.42,0.27,208.12
TXN003539,2026-06-08,card_present_credit,5411 Grocery,USD,99.57,1.0,99.57,1.74,0.14,97.69
TXN003540,2026-06-02,card_present_debit,5732 Electronics,USD,145.46,1.0,145.46,1.74,0.19,143.53
TXN003541,2026-06-13,card_present_debit,5999 Retail,USD,101.26,1.0,101.26,1.27,0.13,99.86
TXN003542,2026-06-02,card_present_debit,5541 Fuel,USD,116.13,1.0,116.13,1.43,0.15,114.55
TXN003543,2026-06-07,card_present_debit,5541 Fuel,USD,24.11,1.0,24.11,0.46,0.03,23.62
TXN003544,2026-06-12,ecom_credit,5912 Pharmacy,USD,239.34,1.0,239.34,4.77,0.34,234.23
TXN003545,2026-06-02,card_present_debit,5999 Retail,USD,28.29,1.0,28.29,0.51,0.04,27.74
TXN003546,2026-06-02,card_present_debit,5812 Restaurants,USD,27.83,1.0,27.83,0.5,0.04,27.29
TXN003547,2026-06-14,card_present_credit,7011 Lodging,USD,52.29,1.0,52.29,0.96,0.07,51.26
TXN003548,2026-06-02,ecom_credit,5411 Grocery,USD,504.94,1.0,504.94,9.95,0.71,494.28
TXN003549,2026-06-10,card_present_credit,5999 Retail,USD,379.48,1.0,379.48,6.36,0.53,372.59
TXN003550,2026-06-05,card_present_credit,5912 Pharmacy,USD,75.99,1.0,75.99,1.35,0.11,74.53
TXN003551,2026-06-04,ecom_debit,5999 Retail,USD,241.45,1.0,241.45,3.6,0.31,237.54
TXN003552,2026-06-04,card_present_debit,7011 Lodging,USD,134.07,1.0,134.07,1.62,0.17,132.28
TXN003553,2026-06-11,cross_border,5912 Pharmacy,JPY,46185.65,0.00641,296.05,6.47,3.26,286.32
TXN003554,2026-06-10,ecom_debit,5541 Fuel,USD,253.16,1.0,253.16,3.76,0.33,249.07
TXN003555,2026-06-05,card_present_credit,5999 Retail,USD,228.42,1.0,228.42,3.87,0.32,224.23
TXN003556,2026-06-04,card_present_credit,5814 Fast Food,USD,309.33,1.0,309.33,5.2,0.43,303.7
TXN003557,2026-06-12,card_present_debit,5411 Grocery,USD,156.28,1.0,156.28,1.85,0.2,154.23
TXN003558,2026-06-01,card_present_debit,4899 Streaming,USD,153.09,1.0,153.09,1.82,0.2,151.07
TXN003559,2026-06-08,card_present_credit,5814 Fast Food,USD,98.26,1.0,98.26,1.72,0.14,96.4
TXN003560,2026-06-03,card_present_debit,7011 Lodging,USD,133.75,1.0,133.75,1.61,0.17,131.97
TXN003561,2026-06-10,cross_border,5814 Fast Food,EUR,157.2,1.082,170.09,3.76,1.87,164.46
TXN003562,2026-06-04,card_present_debit,5814 Fast Food,USD,105.82,1.0,105.82,1.32,0.14,104.36
TXN003563,2026-06-02,ecom_credit,4899 Streaming,USD,302.23,1.0,302.23,5.99,0.42,295.82
TXN003564,2026-06-04,card_present_credit,5912 Pharmacy,USD,345.91,1.0,345.91,5.81,0.48,339.62
TXN003565,2026-06-07,ecom_debit,5732 Electronics,USD,263.86,1.0,263.86,3.91,0.34,259.61
TXN003566,2026-06-03,ecom_debit,4899 Streaming,USD,61.21,1.0,61.21,1.08,0.08,60.05
TXN003567,2026-06-10,cross_border,5812 Restaurants,EUR,584.31,1.082,632.22,13.69,6.95,611.58
TXN003568,2026-06-02,card_present_credit,5812 Restaurants,USD,11.1,1.0,11.1,0.28,0.02,10.8
TXN003569,2026-06-07,card_present_debit,5999 Retail,USD,202.55,1.0,202.55,2.34,0.26,199.95
TXN003570,2026-06-13,ecom_credit,5814 Fast Food,USD,457.45,1.0,457.45,9.02,0.64,447.79
TXN003571,2026-06-14,card_present_credit,5912 Pharmacy,USD,243.44,1.0,243.44,4.12,0.34,238.98
TXN003572,2026-06-04,ecom_debit,5732 Electronics,USD,204.96,1.0,204.96,3.09,0.27,201.6
TXN003573,2026-06-04,ecom_debit,5912 Pharmacy,USD,268.55,1.0,268.55,3.98,0.35,264.22
TXN003574,2026-06-09,card_present_credit,4899 Streaming,USD,63.02,1.0,63.02,1.14,0.09,61.79
TXN003575,2026-06-12,cross_border,7011 Lodging,EUR,442.17,1.082,478.43,10.39,5.26,462.78
TXN003576,2026-06-12,card_present_credit,4121 Rideshare,USD,371.65,1.0,371.65,6.23,0.52,364.9
TXN003577,2026-06-13,ecom_credit,4121 Rideshare,USD,419.29,1.0,419.29,8.28,0.59,410.42
TXN003578,2026-06-04,card_present_debit,4899 Streaming,USD,152.32,1.0,152.32,1.81,0.2,150.31
TXN003579,2026-06-12,ecom_debit,5999 Retail,USD,132.69,1.0,132.69,2.08,0.17,130.44
TXN003580,2026-06-04,card_present_debit,5999 Retail,USD,40.72,1.0,40.72,0.64,0.05,40.03
TXN003581,2026-06-13,card_present_debit,5411 Grocery,USD,86.83,1.0,86.83,1.12,0.11,85.6
TXN003582,2026-06-07,cross_border,5541 Fuel,JPY,43056.16,0.00641,275.99,6.03,3.04,266.92
TXN003583,2026-06-04,card_present_debit,4121 Rideshare,USD,137.55,1.0,137.55,1.65,0.18,135.72
TXN003584,2026-06-02,card_present_debit,7011 Lodging,USD,111.76,1.0,111.76,1.38,0.15,110.23
TXN003585,2026-06-05,card_present_debit,4899 Streaming,USD,178.08,1.0,178.08,2.08,0.23,175.77
TXN003586,2026-06-04,card_present_debit,5812 Restaurants,USD,179.31,1.0,179.31,2.09,0.23,176.99
TXN003587,2026-06-06,card_present_debit,5732 Electronics,USD,10.66,1.0,10.66,0.32,0.01,10.33
TXN003588,2026-06-13,card_present_debit,5732 Electronics,USD,85.75,1.0,85.75,1.11,0.11,84.53
TXN003589,2026-06-14,ecom_debit,5999 Retail,USD,178.16,1.0,178.16,2.71,0.23,175.22
TXN003590,2026-06-06,card_present_debit,5812 Restaurants,USD,179.49,1.0,179.49,2.09,0.23,177.17
TXN003591,2026-06-08,card_present_credit,5541 Fuel,USD,365.34,1.0,365.34,6.13,0.51,358.7
TXN003592,2026-06-13,card_present_credit,5541 Fuel,USD,322.48,1.0,322.48,5.42,0.45,316.61
TXN003593,2026-06-02,card_present_debit,4121 Rideshare,USD,80.3,1.0,80.3,1.05,0.1,79.15
TXN003594,2026-06-10,ecom_debit,4899 Streaming,USD,96.14,1.0,96.14,1.57,0.12,94.45
TXN003595,2026-06-04,card_present_debit,5814 Fast Food,USD,198.09,1.0,198.09,2.29,0.26,195.54
TXN003596,2026-06-07,card_present_credit,4899 Streaming,USD,448.51,1.0,448.51,7.5,0.63,440.38
TXN003597,2026-06-02,card_present_credit,5411 Grocery,USD,423.52,1.0,423.52,7.09,0.59,415.84
TXN003598,2026-06-03,card_present_debit,5912 Pharmacy,USD,38.94,1.0,38.94,0.62,0.05,38.27
TXN003599,2026-06-06,card_present_credit,5732 Electronics,USD,207.14,1.0,207.14,3.52,0.29,203.33
TXN003600,2026-06-01,ecom_credit,5732 Electronics,USD,525.91,1.0,525.91,10.36,0.74,514.81
TXN003601,2026-06-10,card_present_credit,5912 Pharmacy,USD,452.56,1.0,452.56,7.57,0.63,444.36
TXN003602,2026-06-12,card_present_credit,5411 Grocery,USD,449.11,1.0,449.11,7.51,0.63,440.97
TXN003603,2026-06-04,card_present_debit,7011 Lodging,USD,46.73,1.0,46.73,0.7,0.06,45.97
TXN003604,2026-06-12,cross_border,5732 Electronics,JPY,136736.35,0.00641,876.48,18.94,9.64,847.9
TXN003605,2026-06-11,card_present_credit,5999 Retail,USD,200.64,1.0,200.64,3.41,0.28,196.95
TXN003606,2026-06-01,ecom_credit,5814 Fast Food,USD,461.98,1.0,461.98,9.11,0.65,452.22
TXN003607,2026-06-02,ecom_credit,5732 Electronics,USD,463.89,1.0,463.89,9.15,0.65,454.09
TXN003608,2026-06-14,ecom_credit,5912 Pharmacy,USD,99.01,1.0,99.01,2.03,0.14,96.84
TXN003609,2026-06-13,ecom_debit,5812 Restaurants,USD,186.04,1.0,186.04,2.82,0.24,182.98
TXN003610,2026-06-04,cross_border,5732 Electronics,EUR,228.79,1.082,247.55,5.42,2.72,239.41
TXN003611,2026-06-11,card_present_debit,5814 Fast Food,USD,200.53,1.0,200.53,2.32,0.26,197.95
TXN003612,2026-06-01,card_present_debit,5814 Fast Food,USD,133.34,1.0,133.34,1.61,0.17,131.56
TXN003613,2026-06-13,card_present_credit,5814 Fast Food,USD,241.31,1.0,241.31,4.08,0.34,236.89
TXN003614,2026-06-08,card_present_credit,5814 Fast Food,USD,9.49,1.0,9.49,0.26,0.01,9.22
TXN003615,2026-06-05,card_present_debit,5912 Pharmacy,USD,143.32,1.0,143.32,1.71,0.19,141.42
TXN003616,2026-06-05,ecom_credit,7011 Lodging,USD,455.51,1.0,455.51,8.98,0.64,445.89
TXN003617,2026-06-10,card_present_debit,5812 Restaurants,USD,95.82,1.0,95.82,1.22,0.12,94.48
TXN003618,2026-06-09,card_present_debit,5732 Electronics,USD,49.25,1.0,49.25,0.73,0.06,48.46
TXN003619,2026-06-07,card_present_credit,5411 Grocery,USD,333.99,1.0,333.99,5.61,0.47,327.91
TXN003620,2026-06-12,card_present_credit,5411 Grocery,USD,117.18,1.0,117.18,2.03,0.16,114.99
TXN003621,2026-06-04,card_present_debit,5999 Retail,USD,74.33,1.0,74.33,0.99,0.1,73.24
TXN003622,2026-06-09,ecom_credit,4899 Streaming,USD,445.27,1.0,445.27,8.78,0.62,435.87
TXN003623,2026-06-08,ecom_debit,5814 Fast Food,USD,144.01,1.0,144.01,2.24,0.19,141.58
TXN003624,2026-06-11,ecom_debit,4121 Rideshare,USD,161.56,1.0,161.56,2.48,0.21,158.87
TXN003625,2026-06-01,cross_border,4121 Rideshare,EUR,62.44,1.082,67.56,1.55,0.74,65.27
TXN003626,2026-06-10,card_present_debit,4121 Rideshare,USD,68.1,1.0,68.1,0.93,0.09,67.08
TXN003627,2026-06-01,ecom_credit,4899 Streaming,USD,148.43,1.0,148.43,2.99,0.21,145.23
TXN003628,2026-06-07,card_present_credit,5814 Fast Food,USD,12.53,1.0,12.53,0.31,0.02,12.2
TXN003629,2026-06-10,card_present_credit,7011 Lodging,USD,424.07,1.0,424.07,7.1,0.59,416.38
TXN003630,2026-06-04,card_present_credit,5411 Grocery,USD,146.41,1.0,146.41,2.52,0.2,143.69
TXN003631,2026-06-14,ecom_credit,5999 Retail,USD,351.7,1.0,351.7,6.96,0.49,344.25
TXN003632,2026-06-05,ecom_credit,4899 Streaming,USD,488.46,1.0,488.46,9.62,0.68,478.16
TXN003633,2026-06-08,card_present_credit,5411 Grocery,USD,135.68,1.0,135.68,2.34,0.19,133.15
TXN003634,2026-06-12,ecom_debit,5999 Retail,USD,279.71,1.0,279.71,4.14,0.36,275.21
TXN003635,2026-06-11,cross_border,5912 Pharmacy,MXN,5281.92,0.0542,286.28,6.26,3.15,276.87
TXN003636,2026-06-04,ecom_credit,5732 Electronics,USD,589.07,1.0,589.07,11.59,0.82,576.66
TXN003637,2026-06-13,card_present_debit,5814 Fast Food,USD,128.48,1.0,128.48,1.56,0.17,126.75
TXN003638,2026-06-08,ecom_credit,5812 Restaurants,USD,16.83,1.0,16.83,0.43,0.02,16.38
TXN003639,2026-06-12,card_present_credit,5411 Grocery,USD,431.16,1.0,431.16,7.21,0.6,423.35
TXN003640,2026-06-14,ecom_credit,5999 Retail,USD,497.68,1.0,497.68,9.8,0.7,487.18
TXN003641,2026-06-10,ecom_credit,5732 Electronics,USD,562.24,1.0,562.24,11.06,0.79,550.39
TXN003642,2026-06-09,card_present_debit,5541 Fuel,USD,192.14,1.0,192.14,2.23,0.25,189.66
TXN003643,2026-06-11,card_present_credit,5912 Pharmacy,USD,153.37,1.0,153.37,2.63,0.21,150.53
TXN003644,2026-06-13,ecom_credit,5541 Fuel,USD,302.86,1.0,302.86,6.01,0.42,296.43
TXN003645,2026-06-13,card_present_credit,5411 Grocery,USD,67.21,1.0,67.21,1.21,0.09,65.91
TXN003646,2026-06-14,card_present_debit,7011 Lodging,USD,122.76,1.0,122.76,1.5,0.16,121.1
